237	TUBARÃO, SC	16/09/2000	007	031	036	045	056	057	0	54	4145	0,00	19.896,75	258,44	
238	PORTO ALEGRE, RS	23/09/2000	009	013	015	037	041	042	4	188	10483	1.429.476,11	6.088,25	108,86	
239	Belém, PA	30/09/2000	006	021	033	044	046	047	1	30	3826	866.183,32	24.060,65	188,10	
240	Belém, PA	07/10/2000	025	028	038	041	057	059	0	103	6244	0,00	15.200,74	250,00	
241	Santa Cruz do Sul, RS	14/10/2000	011	031	035	040	056	057	0	74	5485	0,00	22.811,94	306,85	
242	Teresina, PI	21/10/2000	004	007	021	022	028	056	0	203	13497	0,00	9.933,73	148,97	
243	SÃO LUÍS, MA	28/10/2000	011	016	020	023	032	047	0	180	13705	0,00	12.019,97	157,40	
244	Juazeiro do Norte, CE	04/11/2000	019	024	033	047	050	060	0	204	14735	0,00	13.698,02	189,08	
245	FORTALEZA, CE	11/11/2000	008	027	044	051	053	060	3	283	21593	9.153.484,88	15.838,62	206,96	
246	Cascavel, PR	18/11/2000	002	016	032	037	043	057	0	93	5429	0,00	9.292,06	158,71	
247	Ponta Grossa, PR	25/11/2000	003	010	023	030	034	046	0	80	6425	0,00	12.080,19	149,96	
248	PONTA GROSSA, PR	02/12/2000	016	032	034	035	041	056	0	50	4862	0,00	21.550,72	220,96	
249	MACEIÓ, AL	09/12/2000	021	036	040	049	054	055	0	60	4247	0,00	19.680,20	277,21	
250	Suzano, SP	16/12/2000	007	025	041	042	043	055	0	203	15545	0,00	10.867,31	141,50	
251	SÃO PAULO, SP	23/12/2000	015	023	030	034	049	055	0	180	12813	0,00	15.473,98	216,73	
252	Ubatuba, SP	30/12/2000	004	017	026	032	051	054	2	354	22122	15.107.002,24	10.070,62	160,67	
253	Brasília, DF	06/01/2001	011	012	024	037	044	056	0	126	7260	0,00	6.985,77	120,88	
254	ALMENARA, MG	13/01/2001	001	004	021	022	030	056	0	66	6381	0,00	16.400,47	169,14	
255	Guaratuba, PR	20/01/2001	016	019	020	032	044	055	0	80	6812	0,00	14.363,63	168,19	
256	SÃO SEBASTIÃO , SP	27/01/2001	002	021	026	032	034	052	0	91	6319	0,00	13.336,96	191,49	
257	CARAGUATATUBA, SP	03/02/2001	001	004	005	019	028	034	1	175	11706	6.808.483,96	7.704,83	114,84	
258	Piracicaba, SP	10/02/2001	007	012	050	054	055	060	0	53	3615	0,00	15.960,68	233,30	
259	São Carlos, SP	17/02/2001	013	015	020	033	043	058	0	65	5581	0,00	15.136,22	175,77	
260	CORUMBÁ, MS	24/02/2001	004	006	033	043	059	060	0	120	8956	0,00	16.065,94	214,63	
261	Paranavaí, PR	03/03/2001	005	016	020	030	054	056	0	91	7281	0,00	22.350,19	278,51	
262	JOINVILLE, SC	10/03/2001	011	020	048	053	058	060	0	108	8838	0,00	24.643,78	300,24	
263	UMUARAMA, PR	17/03/2001	008	009	026	043	050	053	0	136	12752	0,00	24.937,18	265,17	
264	Sto Antônio da Platina, PR	24/03/2001	001	005	013	025	031	033	2	979	50364	16.055.880,73	4.298,96	83,25	
265	Colorado, PR	31/03/2001	007	016	034	041	050	053	0	64	3855	0,00	14.676,59	242,74	
266	LONDRINA, PR	07/04/2001	002	023	038	046	048	054	0	89	6687	0,00	12.318,14	163,33	
267	Marília, SP	14/04/2001	001	008	045	046	055	058	0	46	4076	0,00	23.142,59	260,19	
268	Campinas, SP	21/04/2001	005	006	010	021	033	047	0	111	10133	0,00	10.348,29	112,93	
269	Divinópolis, MG	28/04/2001	017	018	019	025	049	052	0	110	8717	0,00	12.115,70	152,31	
270	Itapecerica da Serra, SP	05/05/2001	005	009	027	035	040	045	1	228	16867	25.186.260,21	9.665,14	130,16	
